product_id,product_name,category,category_id,cost,sale_price,supplier,supplier_id,warehouse,images_url
PID_0301,Noctua NH-D15 chromax.black,Computer accessories,CID_10,100,119,Noctua (Rascom),SID_0626,WH-MAIN,https://m.media-amazon.com/images/I/91t48GBv8TL._AC_SL1500_.jpg
PID_0302,DeepCool AK620 Digital,Computer accessories,CID_10,70,89,DeepCool,SID_0239,WH-MAIN,https://m.media-amazon.com/images/I/71jl2CxNoxL._AC_SL1500_.jpg
PID_0303,ARCTIC Liquid Freezer II 360,Computer accessories,CID_10,120,149,Arctic GmbH,SID_0061,WH-MAIN,https://m.media-amazon.com/images/I/61C3xuyoyQL._AC_SL1500_.jpg
PID_0304,NZXT Kraken Elite 360 RGB,Computer accessories,CID_10,250,299,NZXT Components,SID_0647,WH-MAIN,https://m.media-amazon.com/images/I/41WDEZevUvL._AC_SL1500_.jpg
PID_0305,SilverStone Strider Platinum 1200W,Computer accessories,CID_10,220,269,SilverStone Technology,SID_0799,WH-MAIN,https://m.media-amazon.com/images/I/71EQeU2bbQL._AC_SL1500_.jpg
PID_0306,Lian Li UNI FAN SL-INFINITY 120 RGB,Computer accessories,CID_10,90,109,Lian Li Industrial,SID_0518,WH-MAIN,https://m.media-amazon.com/images/I/61NPQjjxPeL._AC_SL1500_.jpg
PID_0307,Antec Dark League DF800 FLUX,Computer accessories,CID_10,80,109,Antec Inc.,SID_0046,WH-MAIN,https://m.media-amazon.com/images/I/71FOzi3ZeTL._AC_SL1500_.jpg
PID_0308,InWin D-Frame 2.0 Case,Computer accessories,CID_10,1000,1200,InWin Development,SID_0459,WH-MAIN,https://m.media-amazon.com/images/I/61du4ie480L._AC_SL1500_.jpg
PID_0309,Cougar Conquer 2 Case,Computer accessories,CID_10,300,350,Cougar Gaming,SID_0213,WH-MAIN,https://m.media-amazon.com/images/I/81yZKIHSP7L._AC_SL1500_.jpg
PID_0310,ID-COOLING DASHFLOW 360 XT,Computer accessories,CID_10,90,119,ID-COOLING,SID_0434,WH-MAIN,https://m.media-amazon.com/images/I/61bEA45Z0yL._AC_SL1500_.jpg
PID_0311,Seasonic PRIME TX-1600,Computer accessories,CID_10,500,599,Sea Sonic Electronics,SID_0778,WH-MAIN,https://m.media-amazon.com/images/I/41xO4i8u9+L._AC_SL1500_.jpg
PID_0312,FSP Hydro Ti PRO 1000W,Computer accessories,CID_10,250,299,FSP Group,SID_0355,WH-MAIN,https://m.media-amazon.com/images/I/51yPgB5EQ9L._AC_SL1500_.jpg
PID_0313,APC Back-UPS Pro 1500VA,Chargers,CID_16,180,229,APC (Schneider),SID_0052,WH-MAIN,https://m.media-amazon.com/images/I/71GRBxnyvAL._AC_SL1500_.jpg
PID_0314,CyberPower CP1500PFCLCD 1500VA,Chargers,CID_16,180,219,CyberPower Systems,SID_0225,WH-MAIN,https://m.media-amazon.com/images/I/71mhftPO1dL._AC_SL1500_.jpg
PID_0315,Tripp Lite SMART1500LCD,Computer accessories,CID_10,170,209,Tripp Lite,SID_0901,WH-MAIN,https://m.media-amazon.com/images/I/61cR65ugGTL._AC_SL1500_.jpg
PID_0316,Huntkey 65W GaN Charger,Chargers,CID_16,25,39,Huntkey,SID_0427,WH-MAIN,https://m.media-amazon.com/images/I/616Dv7m1n2L._AC_SL1500_.jpg
PID_0317,Super Flower Leadex VII XG 1300W,Computer accessories,CID_10,220,269,Super Flower,SID_0840,WH-MAIN,https://m.media-amazon.com/images/I/81vlQkpDTiL._AC_SL1500_.jpg
PID_0318,Great Wall G750 Gold PSU,Computer accessories,CID_10,90,119,Great Wall,SID_0388,WH-MAIN,https://m.media-amazon.com/images/I/813gIkxYMwL._AC_SL1500_.jpg
PID_0319,Philips Hue Play HDMI Sync Box,Smart home devices,CID_18,200,249,Philips Hue (Signify),SID_0688,WH-MAIN,https://m.media-amazon.com/images/I/61BU6npveBL._AC_SL1500_.jpg
PID_0320,LIFX Color A19 1200 Lumens,Computer accessories,CID_10,40,59,LIFX,SID_0520,WH-MAIN,https://m.media-amazon.com/images/I/81to5bPRDwL._AC_SL1500_.jpg
PID_0321,Govee Glide Hexa Light Panels,Smart home devices,CID_18,150,199,Govee,SID_0384,WH-MAIN,https://m.media-amazon.com/images/I/719-1NU0LiL._AC_SL1500_.jpg
PID_0322,Yeelight Smart LED Light Panels,Smart home devices,CID_18,120,159,Yeelight,SID_0984,WH-MAIN,https://passionhome.sg/wp-content/uploads/2022/12/Yeelight-Smart-LED-Light-Panel.png
PID_0323,Sengled Smart Bluetooth Mesh Bulb Kit,Computer accessories,CID_10,30,49,Sengled,SID_0784,WH-MAIN,https://m.media-amazon.com/images/I/71Hwqabdg+S._AC_SL1500_.jpg
PID_0324,WiZ LED Strip Starter Kit 2m,Computer accessories,CID_10,40,59,Wiz Connected,SID_0968,WH-MAIN,https://m.media-amazon.com/images/I/617djcPvTgL._AC_SL1500_.jpg
PID_0325,Meross Smart Wi-Fi Garage Door Opener,Smart home devices,CID_18,30,45,Meross,SID_0563,WH-MAIN,https://m.media-amazon.com/images/I/41Gb+0Ye3xL._AC_SL1500_.jpg
PID_0326,Shelly Plus 1PM Smart Relay,Smart home devices,CID_18,15,25,Shelly (Allterco),SID_0792,WH-MAIN,https://m.media-amazon.com/images/I/81PlpSVkoxL._AC_SL1500_.jpg
PID_0327,Kasa Smart Wi-Fi Plug Mini (EP25),Computer accessories,CID_10,20,30,TP-Link Kasa,SID_0893,WH-MAIN,https://m.media-amazon.com/images/I/61dy0MWaMhL._AC_SL1500_.jpg
PID_0328,Lutron Caseta Smart Lighting Dimmer Switch,Smart home devices,CID_18,50,69,Lutron Caséta,SID_0535,WH-MAIN,https://m.media-amazon.com/images/I/51hB5pp0KOL._AC_SL1500_.jpg
PID_0329,Ultimate Ears EPICBOOM,Computer accessories,CID_10,300,349,Ultimate Ears (Logitech),SID_0915,WH-MAIN,https://m.media-amazon.com/images/I/81KBCqsEkKL._AC_SL1500_.jpg
PID_0330,Soundcore Liberty 4 NC,Computer accessories,CID_10,80,99,Soundcore (Anker),SID_0816,WH-MAIN,https://m.media-amazon.com/images/I/51UXIDjMOtL._AC_SL1500_.jpg
PID_0331,Tribit StormBox Blast,Computer accessories,CID_10,150,199,Tribit,SID_0899,WH-MAIN,https://m.media-amazon.com/images/I/712QNIQMqBL._AC_SL1500_.jpg
PID_0332,Tronsmart Bang Outdoor Speaker,Speakers,CID_07,100,129,Tronsmart,SID_0902,WH-MAIN,https://m.media-amazon.com/images/I/71MJdHLaYCL._AC_SL1500_.jpg
PID_0333,DALI OBERON 5 Floorstanding Speakers,Speakers,CID_07,1000,1299,DALI Loudspeakers,SID_0230,WH-MAIN,https://m.media-amazon.com/images/I/61LTQkxUEWL._AC_SL1500_.jpg
PID_0334,Fluance RT85 Reference Turntable,Computer accessories,CID_10,450,499,Fluance,SID_0339,WH-MAIN,https://m.media-amazon.com/images/I/718X-QzwySL._AC_SL1500_.jpg
PID_0335,Cambridge Audio CXA81 Integrated Amp,Security cameras,CID_20,1000,1299,Cambridge Audio,SID_0151,WH-MAIN,https://m.media-amazon.com/images/I/61yFEjqnDeL._AC_SL1500_.jpg
PID_0336,Edifier S3000Pro Active Speakers,Speakers,CID_07,800,899,Edifier International,SID_0277,WH-MAIN,https://m.media-amazon.com/images/I/51QLn7JMdNL._AC_SL1500_.jpg
PID_0337,Creative Sound BlasterX AE-5 Plus,Computer accessories,CID_10,120,149,Creative Technology,SID_0215,WH-MAIN,https://m.media-amazon.com/images/I/51jWT0jiR8L._AC_SL1500_.jpg
PID_0338,CalDigit TS4 Thunderbolt 4 Dock,Computer accessories,CID_10,350,399,CalDigit,SID_0150,WH-MAIN,https://m.media-amazon.com/images/I/61RBOqHLI0L._AC_SL1500_.jpg
PID_0339,Plugable 14-in-1 USB-C Thunderbolt 4 Dock,Computer accessories,CID_10,250,299,Plugable Technologies,SID_0697,WH-MAIN,https://m.media-amazon.com/images/I/71dHU21e1HL._AC_SL1500_.jpg
PID_0340,StarTech.com Dual 4K USB-C Dock,Computer accessories,CID_10,220,269,StarTech.com,SID_0828,WH-MAIN,https://m.media-amazon.com/images/I/6142uTAbZGL._AC_SL1500_.jpg
PID_0341,CHOETECH 100W GaN Dual USB-C Charger,Chargers,CID_16,35,49,Choetech,SID_0178,WH-MAIN,https://www.choetech.net/wp-content/uploads/2021/03/1000X1000.jpg
PID_0342,AUKEY Omnia 65W Fast Charger,Chargers,CID_16,30,45,Aukey,SID_0082,WH-MAIN,http://usstore-kh.com/storage/procols/June2020/9lWGssS43loCFirbkbz3.jpg
PID_0343,HyperDrive VIPER 10-in-2 USB-C Hub,Computer accessories,CID_10,100,129,Hyper (Targus),SID_0428,WH-MAIN,https://m.media-amazon.com/images/I/81dkzD4hxIL._AC_SL1500_.jpg
PID_0344,ZAGG Pro Keys Wireless Keyboard Box,Keyboards,CID_12,80,109,Zagg Inc.,SID_0987,WH-MAIN,https://m.media-amazon.com/images/I/41+B-WwKUlL._AC_SL1500_.jpg
PID_0345,eufy Security Floodlight Cam 2 Pro,Security cameras,CID_20,250,299,Eufy Security,SID_0306,WH-MAIN,https://m.media-amazon.com/images/I/510zT+TkJ-L._AC_SL1500_.jpg
PID_0346,Google Nest Doorbell (Battery),Security cameras,CID_20,150,179,Nest (Google),SID_0610,WH-MAIN,https://m.media-amazon.com/images/I/51ZvGZmTsUL._AC_SL1500_.jpg
PID_0347,Lorex 4K Ultra HD NVR System 8-Channel,Security cameras,CID_20,700,899,Lorex Technology,SID_0531,WH-MAIN,https://m.media-amazon.com/images/I/71D2CfeRUcL._AC_SL1500_.jpg
PID_0348,Swann Enforcer 8-Channel 4K Security System,Security cameras,CID_20,400,499,Swann,SID_0843,WH-MAIN,https://m.media-amazon.com/images/I/71kyITBEReL._AC_SL1500_.jpg
PID_0349,Blink Outdoor 4 - 3 Camera System,Security cameras,CID_20,200,259,Blink (Amazon),SID_0124,WH-MAIN,https://m.media-amazon.com/images/I/61Ie0wCDrsL._AC_SL1500_.jpg
PID_0350,Amcrest 4K Turret PoE Camera AI,Security cameras,CID_20,100,139,Amcrest Industries,SID_0029,WH-MAIN,https://m.media-amazon.com/images/I/51RqE5uApkL._AC_SL1500_.jpg
PID_0351,EZVIZ C8C Lite Outdoor Pan/Tilt Camera,Security cameras,CID_20,70,99,EZVIZ,SID_0314,WH-MAIN,https://m.media-amazon.com/images/I/71Y5-tyTDIS._AC_SL1500_.jpg
PID_0352,Foscam R4S 4MP WiFi Camera,Security cameras,CID_20,60,89,Foscam,SID_0346,WH-MAIN,https://m.media-amazon.com/images/I/41yknW3np9L._AC_SL1500_.jpg
PID_0353,Imou Bullet 2C Wi-Fi Camera,Security cameras,CID_20,40,59,Imou,SID_0439,WH-MAIN,https://m.media-amazon.com/images/I/61f0hCniHbL._AC_SL1500_.jpg
PID_0354,Varmilo VA87M Moonlight Mechanical Keyboard,Keyboards,CID_12,130,159,Varmilo,SID_0929,WH-MAIN,https://static.insales-cdn.com/images/products/1/7744/333020736/3.jpg
PID_0355,Leopold FC900R PD Mechanical Keyboard,Keyboards,CID_12,120,149,Leopold,SID_0510,WH-MAIN,https://m.media-amazon.com/images/I/51oEQZCy5XL._AC_SL1500_.jpg
PID_0356,Filco Majestouch 2 Ninja TKL,Computer accessories,CID_10,140,169,Filco (Diatec),SID_0330,WH-MAIN,https://m.media-amazon.com/images/I/61jH---AM7L._AC_SL1500_.jpg
PID_0357,Akko 3098B Plus Mechanical Keyboard,Keyboards,CID_12,100,129,Akko,SID_0020,WH-MAIN,https://m.media-amazon.com/images/I/6107x3EW1SL._AC_SL1500_.jpg
PID_0358,EPOMAKER TH80 Pro 75% Mechanical Keyboard,Keyboards,CID_12,80,99,EPOMAKER,SID_0296,WH-MAIN,https://m.media-amazon.com/images/I/713wd8L+lgL._AC_SL1500_.jpg
PID_0359,Finalmouse Starlight-12 Magnesium,Mice,CID_13,200,299,Finalmouse,SID_0333,WH-MAIN,https://m.media-amazon.com/images/I/61Km-+GfQHL._AC_SL1500_.jpg
PID_0360,Xtrfy M4 RGB Ultra-Light Gaming Mouse,Mice,CID_13,60,79,Xtrfy (Cherry),SID_0982,WH-MAIN,https://m.media-amazon.com/images/I/719dNs6QTEL._AC_SL1500_.jpg
PID_0361,ROCCAT Vulcan II Mini Air,Keyboards,CID_12,120,149,Roccat (Turtle Beach),SID_0748,WH-MAIN,https://m.media-amazon.com/images/I/81NY0nXSNLL._AC_SL1500_.jpg
PID_0362,G-Technology 4TB G-DRIVE ArmorATD,Storage devices,CID_14,150,189,G-Technology (WD),SID_0357,WH-MAIN,https://m.media-amazon.com/images/I/81Si-MU1CdL._AC_SL1500_.jpg
PID_0363,Wise Advanced 1TB CFexpress Type B,Storage devices,CID_14,350,449,Wise Advanced,SID_0966,WH-MAIN,https://m.media-amazon.com/images/I/71p0Nn88kmL._AC_SL1500_.jpg
PID_0364,Angelbird AV PRO CFexpress SE 512GB,Storage devices,CID_14,150,179,Angelbird,SID_0043,WH-MAIN,https://m.media-amazon.com/images/I/7120KGniCBL._AC_SL1500_.jpg
PID_0365,ProGrade Digital CFexpress Type B Cobalt 325GB,Storage devices,CID_14,350,449,ProGrade Digital,SID_0709,WH-MAIN,https://m.media-amazon.com/images/I/81uitke+Y7L._AC_SL1500_.jpg
PID_0366,Verbatim ToughMAX 64GB USB Flash Drive,Storage devices,CID_14,10,15,Verbatim,SID_0933,WH-MAIN,https://m.media-amazon.com/images/I/61-8C-A9oqL._AC_SL1500_.jpg
PID_0367,Toshiba Canvio Advance 4TB Portable Hard Drive,Storage devices,CID_14,90,119,Toshiba Storage,SID_0888,WH-MAIN,https://m.media-amazon.com/images/I/A1wROCUtx8L._AC_SL1500_.jpg
PID_0368,AKASO Brave 7 LE Action Camera,Computer accessories,CID_10,120,139,Akaso,SID_0019,WH-MAIN,https://m.media-amazon.com/images/I/71V52kioKGL._AC_SL1500_.jpg
