product_id,product_name,category,category_id,cost,sale_price,supplier,supplier_id,warehouse,images_url
PID_0201,AOC Agon Pro AG274QXM,Computer accessories,CID_10,800,999,AOC (TPV Technology),SID_0047,WH-MAIN,https://m.media-amazon.com/images/I/71Q8Cg8LMFL._AC_SL1500_.jpg
PID_0202,EIZO ColorEdge CG2700S,Computer accessories,CID_10,2000,2400,Eizo Corporation,SID_0281,WH-MAIN,https://m.media-amazon.com/images/I/818mgcoZ+zL._AC_SL1500_.jpg
PID_0203,iiyama G-Master GB2790QSU,Computer accessories,CID_10,400,500,iiyama,SID_0437,WH-MAIN,https://m.media-amazon.com/images/I/81DauzSF6eL._AC_SL1500_.jpg
PID_0204,Sceptre 34-Inch Curved Ultrawide,Computer accessories,CID_10,250,300,Sceptre Inc.,SID_0772,WH-MAIN,https://m.media-amazon.com/images/I/71kNuKHcq-L._AC_SL1500_.jpg
PID_0205,Vizio 65-Inch Quantum Pro,Computer accessories,CID_10,650,899,Vizio Inc.,SID_0944,WH-MAIN,https://m.media-amazon.com/images/I/71bCl40cnGL._AC_SL1500_.jpg
PID_0206,Hannspree Zeus 13.3 Tablet,Tablets,CID_03,250,299,Hannspree,SID_0393,WH-MAIN,https://m.media-amazon.com/images/I/61m93YEcLlS._AC_SL1500_.jpg
PID_0207,NEC MultiSync EA271U,Computer accessories,CID_10,600,750,NEC Display Solutions,SID_0609,WH-MAIN,https://m.media-amazon.com/images/I/61T+ZHhf12L._AC_SL1500_.jpg
PID_0208,Innolux 27-inch 4K Panel,Computer accessories,CID_10,150,250,Innolux Corporation,SID_0448,WH-MAIN,https://m.media-amazon.com/images/I/61Dk2B8uErL._AC_SL1500_.jpg
PID_0209,Thermaltake Tower 500,Computer accessories,CID_10,150,179,Thermaltake,SID_0878,WH-MAIN,https://m.media-amazon.com/images/I/61l38-J7CsL._AC_SL1500_.jpg
PID_0210,EVGA SuperNOVA 850 GT,Computer accessories,CID_10,100,139,EVGA Corporation,SID_0309,WH-MAIN,https://m.media-amazon.com/images/I/8172-Dn5fVL._AC_SL1500_.jpg
